Name,Address,Rooms,District,AGA Division,PS/MC/UC,Logitiute,Latitude,Category,Grade,Final_Grade,Food_Type,Hotel_ID
JASMINE HOMES,"27/1, GREENFIELD PARK, MADIWELA, KOTTE",3,Colombo,Colombo,Colombo Divisional Secretariat,79.92095,6.876324,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00114
CEILAO VILLAS COLOMBO,"47/1,JAWATTE ROAD, COLOMBO 5.",6,Colombo,Colombo,Colombo Divisional Secretariat,79.867188,6.897036,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00115
5TH LANE HOUSE,"51/1A, FIFTH LANE COLOMBO 3.",4,Colombo,Colombo,Colombo Divisional Secretariat,79.854306,6.904586,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00116
KIKILI HOUSE,"32, LOWER DICKSON ROAD, GALLE.",4,Galle,Galle,Galle Divisional Secretariat,,,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00117
AMAYA BUNGALOW,"258, BOWALAWATTA,KANDY",8,Kandy,Kandy,Kandy Divisional Secretariat,,,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00118
CINNAMON VILLA,"KADJUGASDUWA ESTATE,MIRISWATTA, HABURUGALA, BENTOTA.",4,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,,,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00119
MUTTON BUTTON,"96/21/D, RAJAPIHILLA MAWATHA, KANDY",8,Kandy,Kandy,Kandy Divisional Secretariat,80.644256,7.284123,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00120
CEILAO VILLAS KIRINDA,"SUDUWELIPALASSA, KATTADIWEWA, KIRINDA.",2,Hambantota,Hambantota,Hambantota Divisional Secretariat,81.33386,6.228375,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00121
CEILAO VILLAS KABALANA,"KABALANA, WELHENGODA, AHANGAMA.",4,Galle,Galle,Galle Divisional Secretariat,80.346907,5.978085,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00122
FOREST VILLA,"185B, RAJAPIHILLA MW, KANDY",5,Kandy,Kandy,Kandy Divisional Secretariat,80.643597,7.284137,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00123
VIHARAGALA ESTATE BUNGALOW,"BERAGALA KOSLANDA RD, NIKAPOTHA P.O. VIA HAPUTALE",5,Badulla,Haldummulla Pradeshiya Sabha,Haldummulla Divisional Secretariat,80.941688,6.760753,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00124
LA VILLA SANCTUARY,"1143/G/6, THE SANCTUARY, FOREST DRIVE, THALAWATHUGODA.",2,Colombo,Colombo,Colombo Divisional Secretariat,79.932122,6.879158,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00125
CLIFF HOUSE,"LABUGOLLA, HATHARALIYADDA.",4,Kandy,Kandy,Kandy Divisional Secretariat,,,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00126
PARADISE KANDY,"195/7A,RICHMOND HILL ESTATE, HEERASSAGALA,KANDY",5,Kandy,Kandy,Kandy Divisional Secretariat,80.619126,7.276424,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00127
SUNROCK,"195/1A, HEERASSAGALA ROAD, KANDY.",5,Kandy,Kandy,Kandy Divisional Secretariat,80.622612,7.27082,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00128
THE BLISS,"18, WIJEYA ROAD, TUDELLA, JA ELA.",5,Gampaha,Gampaha,Ja-Ela Divisional Secretariat,79.893517,7.066622,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00129
JUNGLE TIDE,"UDUWELA,HANTANE,KANDY",4,Kandy,Kandy,Kandy Divisional Secretariat,80.655947,7.233831,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00130
NATURES TREAT BUNGLOW,"494/4, 4TH LANE,RUWANPURA SOUTH, KALAPALALUWAWE ROAD, AGGONA JUNCTION",3,Colombo,Kaduwela Pradeshiya Sabha,Battaramulla,79.920741,6.914802,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00131
KANO LANKA CENTRE,"MAHATENNA ESTATE, ELKADUWA, MATALE.",10,Matale,,Ukuwela Divisional Secretariat,80.610315,7.409476,Bungalows,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_00132
RIVERSIDE BUNGALOW,"RIVER SIDE BUNGLOW, NO 55, PARADISE ISLAND ROAD,BENTOTA",4,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,,,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00133
LIYON LANKA,"188/1, N.J.V COORAY MAWATHA, NAWALA,RAJAGIRIYA",5,Colombo,Colombo,Nugegoda Divisional Secretariat,,,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00134
51 BUNGALOW,"51,QUINTIN FERNANDO MAWATHA,NEGOMBO",2,Gampaha,,Negombo Divisional Secretariat,,,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00135
DINUDA RESORT,"PUDUKUDUERIPPU, SETHAWADI, KALPITIYA",4,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.736991,8.229038,Bungalows,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_00136
LANDS END BUNGALOW,"YADDEHIMULLA ROAD, UNAWATUNA",7,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.240342,6.008725,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00137
GREGORY'S BUNGALOW,"109, UPPER LAKE ROAD, NUWARA ELIYA",6,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.784538,6.956362,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00138
KAHAMBE ESTATE VILLA,"73/1, KAHAMBE ESTATE, KAHAMBE, PILIMATHALAWA",4,Kandy,Udunuwara Pradeshiya Sabha,Udunuwara Divisional Secretariat,80.550455,7.255776,Bungalows,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_00139
WHITE PALACE,"NO 92, GALMADUWA ESTATE, KUNDASALE",5,Kandy,Kundasle,Kundasale Divisional Secretariat,,,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00140
DEEN HAUS,"15/1, BEACH ROAD, MOUNTLAVINIA.",5,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,,,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00141
TEARAMB HOLIDAY BUNGALOW,"38, KARAGASTHALAWA, KATUKITHULA",4,Nuwara Eliya,Wellawaya,Kothmale Divisional Secretariat,80.676164,7.074153,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00142
UVA BEN HEAD PLANTATION (UPPER) BUNGALOW,"UVA BEN HEAD ESTATE, WELIMADA",4,Badulla,Welimada Pradeshiya Sabha,Welimada Divisional Secretariat,,,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00143
GAGA ADDARA GUEST,"7TH MILE POST, HEPOLA, DIYAKOBBALA, BIBILE",4,Moneragala,Bibile,Bibile Divisional Secretariat,,,Bungalows,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_00144
TRANQUILLA,"KADJUWETIYA ROAD, PELPITIGODA.",4,Kalutara,Pathahewaheta,Ingiriya Divisional Secretariat,,,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00145
AIRPORT VILLA,"LIVER BROTHER ROAD, LIYANAGEMULLA ROAD, SEEDUWA",5,Gampaha,Seeduwa,Katana Divisional Secretariat,79.872697,7.142227,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00146
SATORI VILLA,"KORATUWA GEDARA, MATARAMBA ROAD, UNAWATUNA, GALLE.",4,Galle,Akmeemana,Akmeemana Divisional Secretariat,80.271419,6.021524,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00147
GALKANDA WALAUWE,"27, WALALA, MENIKHINNA",3,Kandy,Kundasle,Kundasale Divisional Secretariat,80.687187,7.319149,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00148
HILL WAY TOUR INN,"102 1/1, RAJAPIHILLAWA MAWATHA, KANDY",5,Kandy,Kandy,Kandy Divisional Secretariat,80.649055,7.283988,Bungalows,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_00149
IVORY BUNGALOW,"HASTHI LANKA, TEMPLE ROAD, GANEHIMULLA, DEVALAPOLA",4,Gampaha,Minuwangoda Pradeshiya Sabha,Minuwangoda Divisional Secretariat,,,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00150
DICK OYA BUNGALOW,"HATTON MASKELIYA ROAD, DICK OYA ESTATE, DICK OYA",4,Nuwara Eliya,Hatton-Dickoya,Ambagamuwa Divisional Secretariat,,,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00151
MANGO VILLA,"54, TEMPLERS ROAD, MOUNT LAVINIA",4,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia,79.897213,6.896087,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00152
DEERPOINT BUNGALOW,"18/7A,SISIL SEWANA, SIRIMALWATTA, KANDY",6,Kandy,Kundasle,Kandy Divisional Secretariat,80.650061,7.300052,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00153
SERENITY LAKE FRONT VILLA,"90/15(90/13A), BILYMORIA MAWATHA, IHALA INDEBEDDA, MORATUWA",4,Colombo,Moratuwa,Moratuwa Divisional Secretariat,79.900295,6.77621,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00154
GALKADAWALA FOREST LODGE,"GALKADAWALA, PALUGASWEWA, HABARANA",4,Polonnaruwa,Palugaswewa,Palugaswewa,80.69252,8.031355,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00155
AMALI RESIDANCE,"62/10, OLD KOTTAWA ROAD, DABARE ROAD, MIRIHANA, NUGEGODA",5,Colombo,Kotte Muncipal Council,Sri jayawadanapura,,,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00156
ABEYS VILLA,"140, GALLE ROAD,PINWATTE,PANADURA",5,Kalutara,Panadura Pradeshiya Sabha,Kalutara Divisional Secretariat,79.918264,6.686462,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00157
KOTHMALE HOLIDAY BUNGALOW,"126, NAWA NUGAWELA, GAMPOLA",3,Nuwara Eliya,Nuwara Eliya,Kothmale Divisional Secretariat,80.592182,7.063135,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00158
PEACOCK RESIDENCE,"NIDANGALA WATTE, MALIGATENNA, 5 ELA, SHRAWASTIPURA",5,Anuradhapura,Anuradhapura,Anuradhapura East,80.38993,8.308446,Bungalows,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_00159
THAMBILI BEACH HOUSE,"400, GURU KANDA, DALAWELLA, UNAWATUNA, GALLE",4,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,,,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00160
PLANTATION VILLA,"PLANTATION VILLA, WATTALAYA WATTE, NEHINNA, DODANGODA",8,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,80.062346,6.548825,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00161
VILLA MAYURANA,"PELASSA ROAD, SANTHOSAGAMA 80650, AHANGAMA",4,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.341569,6.007656,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00162
BOLGODA COTTAGE,"149, GALKANUWA ROAD, GORAKANA, KESELWATTE, MORATUWA",4,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,,,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00163
ROYAL COCOON,"2, WEDDERBURN ROAD, NUWARA ELIYA",7,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.770444,6.968445,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00164
APSARA,"332, WELIPENNA ROAD, ALUTHGAMA",3,Kalutara,Aluthgama,Aluthgama,80.003386,6.433525,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00165
PASMEEGODA ESTATE BUNGALOW,"PASMEEGODA ESTATE, KOHOLANA, KALUTARA",4,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,79.966016,6.588994,Bungalows,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_00166
HILL CREST VILLA,"3, HILL CREST VILLA GREEN, UDA PERADENIYA, KANDY",5,Kandy,Kandy,Gagawata,80.61694,7.257661,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00167
MANGO HOUSE,"3, LEYN BAAN CROSS STREET, GALLE FORT, GALLE",7,Galle,Galle,Galle Divisional Secretariat,80.218427,6.026796,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00168
THE KANDYAN VILLA,"532/30, HEERASSAGALA ROAD, HEERASSAGALA, KANDY",3,Kandy,Gagawata Koralya,Gagawata,80.622027,7.266516,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00169
SPLASHBUG RESIDENCIES,"42/2, WATAMAWATHA ROAD, NAWINNA, MAHARAGAMA",5,Colombo,Colombo,Maharagama Divisional Secretariat,,,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00170
FORT BLISS,"84, LIGHT HOUSE STREET, FORT, GALLE",4,Galle,Galle,Galle Divisional Secretariat,80.217201,6.024691,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00171
HERITAGE LIFE,"46/100,. KASAPAGAMA, PIDURANGALA, SIGIRIYA",3,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,,,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00172
1ST CHOICE,"9/1, FIRST LANE, RATMALANA, MOUNT LAVINIA",5,Colombo,Dehiwala-Mount Lavinia,Ratmalana Divisional Secretariat,79.875503,6.819636,Bungalows,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_00173
VILLA BAYWATCH,"PEELA ROAD, BUONAVISTA, RUMASSALA, GALLE",6,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.23837,6.016349,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00174
KETHA TOURIST BUNGALOW,"INDURUOWITA, THITHAGALLA, AHANGAMA",3,Galle,Galle,Imaduwa Divisional Secretariat,,,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00175
VILLA ROSA,"71/20, DODANWELA PASSAGE, ASGIRIYA, KANDY",5,Kandy,Kandy,Gagawata,80.623796,7.299604,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00176
AARA RESIDENCES,"9/4, DE SERAM ROAD, MOUNT LAVINIA",4,Colombo,Colombo,Colombo Divisional Secretariat,,,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00177
MODERN CITY INN,"426, MAIN STREET, NEGAMBO",8,Gampaha,Gampaha,Negombo Divisional Secretariat,79.844831,7.212444,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00178
MAX WADIYA,"147,GALLE ROAD, (PARROT JUNCTION), URAWATTE, AMBALANGODA",3,Galle,Galle,Galle Divisional Secretariat,80.057195,6.220452,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00179
LEISURE BUNGALOW,"101/18, MANIKPURAGAMA, WALLIMATAGAMA, KATARAGAMA",4,Moneragala,Katharagama,Moneragala Divisional Secretariat,,,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00180
BEDDEGAMA ECOPARK,"653/3, KAWANTHISSAPURA, TISSAMAHARAMA",7,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,,,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00181
COLOMBO LOFT,"365/3, R.A DE MEL MAWATHA, COLOMBO 3",1,Colombo,Colombo,Colombo Divisional Secretariat,,,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00182
TAMARIND,"1/104, RAHULA MAWATHA, DIGANA",3,Kandy,Kundasle,Kundasale Divisional Secretariat,80.749437,7.265486,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00183
HILL SAFARI,"LOWER BRAY ESTATE, OHIYA",5,Badulla,Welimada Pradeshiya Sabha,Haldummulla Divisional Secretariat,80.8563,6.797426,Bungalows,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_00184
OAK RESIDENCIES,"NO. 83/2/1 & 83/2/2, SARATHCHANDRA DIAS MAWATHA, PAMUNUVILA, KIRIBATHGODA",4,Gampaha,Gampaha,Biyagama Divisional Secretariat,79.932283,6.970955,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00185
LALITH VILLA,"35, SAMUDRADEVI MAWATHA, ETHUL KOTTE",4,Colombo,Kotte Muncipal Council,Colombo Divisional Secretariat,,,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00186
LANKA STAR BUNGALOW,"66/6, RATHNAYKE MAWATHA, PELAWATTE, BATTARAMULLA",4,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,79.926141,6.886401,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00187
WADDUWA BEACH VILLA,"36/17, SANATH PERERA MAWATHA, SOUTH THALPITIYA, WADDUWA",6,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.922982,6.670927,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00188
LOTUS CHALETS ECO HOTEL-UDAWALAWA,"PAHALA KUMBUKEWEWA, CANAL ROAD, MIGAHAJANDURA, SOORIYAWEWA",3,Hambantota,Hambantota,Sooriyawewa Divisional Secretariat,81.02264,6.365119,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00189
VILLA DE ROSHE,"60 6C, UNIQUE VIEW ROAD, NUWARA ELIYA",3,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,80.762589,6.963889,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00190
CRANFORD VILLA,"542, KAHAGOLLA, DIYATHALAWA",5,Badulla,Haputale,Bandarawela Divisional Secretariat,,,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00191
THE SHADY NOOK - DIGANA,"1/149, VICTORIA RANGE, KENGALLA",4,Kandy,Kundasle,Kundasale Divisional Secretariat,80.737145,7.288235,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00192
KANDY SALUBRIOUS RESIDENCE,"13/4, DEEKIRIMADAWALA, NATTARAMPOTHA",5,Kandy,Kundasle,Kundasale Divisional Secretariat,,,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00193
HATALE BUNGALOW,"392, MAIN STREET, MATALE",5,Kandy,Kandy,Kandy Divisional Secretariat,80.727487,7.374981,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00194
COCO VILLE,"WATERVILLE ESTATE, KUMBURUMULA ROAD, KALKUDA",3,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,81.565127,7.910318,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00195
KANDY HILLS BUNGALOW,"96/1, PUNCHI BOGAPITIYA, DUMARA MAWATHA, BALAGOLA",2,Kandy,Kandy,Kandy Divisional Secretariat,,,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00196
ESCONDITE,"17/2, SUDHARMAN MAWATHA, RAJAMAHA VIHARA ROAD, PITA-KOTTE",5,Colombo,Colombo,Battaramulla,79.913016,6.881239,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00197
LAKE VIEW VILLA,"LAKE VIEW VILLA, KATHALUWA, AHANGAMA.",4,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.346964,5.993668,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00198
HALA HOUSE COLOMBO,"NO 7, KOTHALAWALA GARDENS, COLOMBO 4",9,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,,,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00199
ELEPHANT REACH VILLA,"NO 686, KEGALLE - RAMBUKKANA ROAD, PINNAWALA",4,Kegalle,Rambukkana Pradeshiya Sabha,Rambukkana Divisional Secretariat,80.386898,7.304627,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00200
FIELD GARDEN,"NO 183/1, STATION MAWATHA, MAHARAGAMA",4,Colombo,Maharagama,Maharagama Divisional Secretariat,,,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00201
ZODA BOLGODA,"WADAKKARA KOTUWA, MEDAGAMA, BANDARAGAMA",3,Kalutara,Bandaragama Pradeshiya Sabha,Bandaragama Divisional Secretariat,,,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00202
ANCOOMBRA HOLIDAY BUNGALOW,"392, MAIN STREET, MATALE",4,Kandy,Kandy,Poojapitiya Divisional Secretariat,,,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00203
LIGHT HOUSE PROPERTY,"48, LIGHT HOUSE STREET, FORT, GALLE",4,Galle,Galle,Galle Divisional Secretariat,,,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00204
AMBALAMA VILLA,"596, MATARA ROAD, DALAWELLA, UNAWATUNA",4,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.260597,6.00147,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00205
SATIN SANDS LANKA,"796, MATARA ROAD, MIHIRIPANNA, THALPE",4,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,,,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00206
HERITAGE BUNGALOW (PVT) LTD,"NO 59, MIRISWATTE, PUWAKPITIYA",3,Colombo,Seethawaka Pradeshiya Sabha,Seethawaka Divisional Secretariat,,,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00207
SHADY GROVE TOURIST BUNGALOW,"7, GANTHERA MAWATHA, WATAPULAWA, KANDY",4,Kandy,Kandy,Kandy Divisional Secretariat,80.6434,7.321631,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00208
VILLA PANORAMA,"429/5, SARASAVIGAMA ROAD, MAHAKANDA, HINDAGALA",6,Kandy,Gagawata Koralya,Kandy Divisional Secretariat,80.610235,7.224908,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00209
DIYAGAL VILLA,"42, PITAWALA ROAD, HIRIWADUNNA, PINNAWALA, RAMBUKKANA",4,Kegalle,Kegalle,Rambukkana Divisional Secretariat,80.387853,7.288899,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00210
KADUGANNAWA REACH,"YATANTALE, UDAMULLA",7,Kegalle,Kegalle,Mawanella Divisional Secretariat,,,Bungalows,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_00211
COLOMBO VILLA,"16/6, CAMBRIDGE PLACE, COLOMBO 7",4,Colombo,Colombo,Colombo Divisional Secretariat,79.860018,6.907345,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00212
THE WIND,"16.B, ANDIYAMBALAMA",1,Gampaha,Gampaha,Katana Divisional Secretariat,,,Bungalows,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_00213
LODGE 19,"NO 19, AVE MARIA ROAD, NEGOMBO",6,Gampaha,Negombo,Negombo Divisional Secretariat,79.843006,7.214054,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00214
VILLA MAGGONA,"82/2, GALLE ROAD, MAGGONA",4,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,,,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00215
ALLSPICE VILLA,"730A, KOTTE ROAD, ETHUL KOTTE",4,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,79.905837,6.895521,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00216
NEW OLD DUTCH HOUSE,"NO 21, MIDDLE STREET, FORT, GALLE",6,Galle,Galle,Galle Divisional Secretariat,80.21553,6.028071,Bungalows,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_00217
THE PRIVACY ECO LODGE,"394, AKURALA, KAHAWA",3,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,,,Bungalows,STANDARD,standard,Veg & Non-Veg,SL_HOTEL_00218
KIRCHHAYN BUNGALOW,"KIRCHHAYN BUNGALOW, AISLABY FARM & ESTATE, BANDARAWELA",5,Badulla,Bandarawela Pradeshiya Sabha,Bandarawela Divisional Secretariat,80.98351,6.864006,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00219
VILLA 4 U,"VILLA 4 U"", SHRAMADHANA MAWATHA, KALUWAMODARA, ALUTHGAMA",4,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.997339,6.444442,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00220
ECO JUNGLE HIDEOUT,"ECO JUNGLE HIDEOUT, BERAGAMA, MAKADURA, MULATIANA",4,Matara,Mulatiyana Pradeshiya Sabha,Mulatiyana Divisional Secretariat,80.566296,6.162424,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00221
GROVE SRI LANKA,"DIAS WATTE, ATTAVILLU, PALAVIA, PUTTALAM",2,Puttalam,Puttalam Pradeshiya Sabha,Puttalam Divisional Secretariat,79.843058,7.979181,Bungalows,DELUXE,deluxe,Veg & Non-Veg,SL_HOTEL_00222
JASMIN VILLA,"JASMIN VILLA, DAMBULLA ROAD, HABARANA",3,Anuradhapura,Anuradhapura,Palugaswewa,,,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00223
COCO PALMS,"COCO PALMS, YAKKALA ESTATE, TANK ROAD, IBBAGAMUWA",3,Kurunegala,Ibbagamuwa Pradeshiya Sabha,Ibbagamuwa Divisional Secretariat,,,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00224
SEVENAGAMA,"SEVANAGAMA ROAD, OFF TRINCO ROAD, HABARANA",4,Anuradhapura,Palugaswewa,Palugaswewa,80.75421,8.049015,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00225
KUMBUKGAS MANKADA-SIGIRIYA,"KUMBUKGAS MANKADA, AUDANGAWA, SIGIRIYA",3,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,80.743527,8.000215,Bungalows,SUPERIOR,superior,Veg & Non-Veg,SL_HOTEL_00226
